100000,"Раздел III УПРАВЛЕНИЯ ЛАГЕРЕЙ, ЛАГЕРНЫЕ ОТДЕЛЕНИЯ ЦЕНТРАЛЬНОГО ПОДЧИНЕНИЯ",,,,,,,,,,,,,,,,,
100001,"АВТОТРАНСПОРТНЫЙ ИТЛ ДАЛЬСТРОЯ (ИТЛ Упр. автотранспорта, Транслаг, Транспортное ЛО, ИТЛ Автотранспорта, Автотранспортный ИТЛ УСВИТЛа)",Время существования: организован не позднее 01.02.51 [1]1; закрыт 05.08.54 [2].,"Реорганизован: между 22.05.51 и 01.05.52 из ЛО в ИТЛ [3], {21. Л. 55}2.","Подчинен: ГУ ИТ лагерей Дальстроя в 1951–1952 гг. [1], {21. Л. 55}; УСВИТЛ в 1953–1954 гг. {21. Л. 667}, [2].","Дислокация: Магаданская обл., пос. Мякит {21. Л. 667, 733}.","Литер: АВ-4 {21. Л. 667, 733}.",Телегр. код: нет {21. Л. 667}.,"Адрес: Магаданская обл., пос. Мякит, п/я АВ-261/206 на 01.08.53 {21. Л. 733}; п/я АВ-261/46 на 11.12.53 {21. Л. 667}.","Производство: работа в цехах на участках автобаз, на Спорненском авторем. з-де3, стр-во в пос. Мякит, обслуживание угольных шахт Первомайского угольного р-на {21. Л. 55–70}.",Численность: 22.05.51 — 4316 [3]; 01.09.51 — 59274 [4]; 01.05.52 — 62655 {21. Л. 55–70}; 01.08.53 — 3643 {21. Л. 733}; 02.02.54 — 4433 {21. Л. 671}.,"Начальники: нач. — майор Абаев ?.?. (упом. 01.05.52) {21. Л. 70}; п/п инт.с. Карпов Б.Н., ? — по 15.07.52 [5]; инж.-майор Толкачев С.С., с 15.07.52 — ? [5]; майор Ершов ?.?. (упом. 01.08.53) {21. Л. 733}6.",Архив: ?,,Примечания: ,Источники: ,,с.с.,"61.407434, 152.090060"
,,,,,,,,,,,,,,"5 Последние по времени сведения о численности КУЛОЙСКОГО ИТЛ в УРО ГУЛАГа датируются июлем 1941 г.; на 01.03.42 приведена общая численность ""контингента"" в УИТЛК (включая колонии). ",Пр. 00212 НКВД от 26.02.41. ,,,
,,,,,,,,,,,,,,"6 Согласно данным ГИЦ МВД, М.А.Панов арестован в мае 1939 г.",Пр. 0111 НКВД от 03.03.41. ,,,
,,,,,,,,,,,,,,,"ГАРФ. Ф. 9414. Оп. 1д. Д. 371. Л. 3, 53. ",,,
,,,,,,,,,,,,,,,"Там же. Д. 372. Л. 7об., 8.  ",,,
,,,,,,,,,,,,,,,Там же. Оп. 1. Д. 53. ,,,
,,,,,,,,,,,,,,,Пр. 82лс НКВД от 11.01.38. ,,,
,,,,,,,,,,,,,,,Пр. 1640лс НКВД от 13.07.38. ,,,
,,,,,,,,,,,,,,,Пр. 327лс НКВД от 11.03.41. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 1140. Л. 141.,,,
100217,КУНГУРСКИЙ ИТЛ,"Время существования: организован 27.01.31 [1, 2]1; закрыт 17.11.312 [3].",,"Подчинен: ГУЛАГ ОГПУ [1–3], [4. Л. 5].","Дислокация: Уральская обл., г.Кунгур (ныне в Пермской обл.) [1, 2].",Литер: нет.,Телегр. код: нет.,Адрес: ?,Производство: стр-во ж.д. Кунгур—Свердловск [4. Л. 38–39об.].,Численность: 15.04.31 — 7500 [5].,"Начальники: нач. — Александров П.Ф., с 18.01.31 по 06.11.31 [4. Л. 40], [6].","Архив: При закрытии был передан в архив Беломорстроя (возможно, в архив СОЛОВЕЦКОГО ИТЛ ОГПУ) {1}.",,Примечания: ,Источники: ,"См. также: МАРИЙСКИЙ ИТЛ, СЫЗРАНСКИЙ ИТЛ.",С.К.,"57.428810, 56.944206"
,,,,,,,,,,,,,,"1 Организация лагеря, объявленная пр. [1], подтверждена пр. [2]: ""...считать лагерь организованным с 27.01.31"". Штаты объявлены пр. 5 ГУЛАГ ОГПУ от 16.01.31 [4. Л. 38–39об.]; нач. лагеря назначен пр. 6 ГУЛАГ ОГПУ от 18.01.31 [4. Л. 40] (см. также пр. 14 ГУЛАГ ОГПУ от 20.03.31 [4. Л. 5]). ",Пр. 84/47 ОГПУ от 25.02.31. ,,,
,,,,,,,,,,,,,,2 Ликвидирован в связи с окончанием работ; з/к переброшены на Беломорстрой [3].,Пр. 194/119 ОГПУ от 21.04.31. ,,,
,,,,,,,,,,,,,,,Пр. 673/364 ОГПУ от 17.11.31. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 1. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 2920. Л.40. ,,,
,,,,,,,,,,,,,,,Пр. 647лс ОГПУ от 06.11.31.,,,
100218,КУНЕЕВСКИЙ ИТЛ (ИТЛ и Строительство Куйбышевской ГЭС),"Время существования: организован 06.10.49 [1]; закрыт 12.03.58 {1, 3}1.",,Подчинен: Главгидрострой МВД с 06.10.49 [1]; ГГВДС с 05.11.49 [2]; Куйбышевгидрострой МВД с июня—июля 1950 г. [3]2; ГУЛАГ МЮ с 02.04.53 {33}; ГУЛАГ МВД с 28.01.54 {38}; ГУИТК МВД СССР с 27.10.56 [4]; МВД РСФСР с 01.12.57 {44}.,"Дислокация: Куйбышевская обл., г.Ставрополь (ныне Тольятти) [1]; то же, ул. Кооперативная, д. 121 {20, 24, 37}.",Литер: ДЗ с 06.10.49 [1].,"Телегр. код: ""Зарево"" {20, 24, 37}.","Адрес: Куйбышевская обл., г.Ставрополь, п/я 15 на 06.10.49 и 10.02.50 [1], {20}; то же, п/я ДЗ-15 на 1953 г. {24, 37}.","Производство: стр-во Куйбышевского гидроузла [1], автодороги Куйбышев—Ставрополь (до 18.01.51)3 [5], ж/д ветки в Чапаевске до силикатного з-да (в IV кв. 1950 г.) [6. Л. 26], ж.д. по обоим берегам Волги, ЛЭП-110 от Сызранской ТЭЦ, стр-во и обслуживание 7-и бетонных з-дов, ДОКа, рем.-мех. мастерских, гаражей, складов, жилищное и коммунально-бытовое стр-во [7].","Численность: 01.12.49 — 1253, 01.01.50 — 1328, 01.01.51 — 15 864, 01.01.52 — 24 985, 01.01.53 — 45 961, 01.01.54 — 46 507, 01.01.55 — 36 144, 01.01.56 — 32 094, 01.01.57 — 21 484, 01.12.57 — 11 688 (УРО).","Начальники: нач. — г/м инж.-тех. сл. Комзин И.В., с 21.08.50 — не ранее 19.08.52 [8, 9]; и.о. нач. — полк. в/с Афанасьев И.А., с 01.04.53 по 10.10.53 [10, 11]; нач. — г/м Медведев А.П., с 01.10.53 по 04.02.54 [12, 13]; полк. Марин Г.А., с 13.04.54 по 05.04.57 [14, 15]; полк. Автомонов В.Е., с 05.04.57 — ? [15]; з/н — п/п Величко Н.Ф., с 08.02.51 по 06.05.52 [16].","Архив: В УИТЛК УМВД по Куйбышевской обл. (""все материалы"") {1}.",,Примечания: ,Источники: ,"См. также: САМАРСКИЙ ИТЛ И СТРОИТЕЛЬСТВО КУЙБЫШЕВСКОГО ГИДРОУЗЛА, СТРОИТЕЛЬСТВО ГУШОСДОРА МВД № 4 И ИТЛ.","С.Ф., С.С.","53.466748, 49.637525"
,,,,,,,,,,,,,,"1 Согласно {1, 3}, закрыт пр. 069 МВД РСФСР от 12.03.58. ",Пр. 0672 МВД от 06.10.49. ,,,
,,,,,,,,,,,,,,2 Пр. о передаче ИТЛ не найден. ,Пр. 0768 МВД от 05.11.49.  ,,,
,,,,,,,,,,,,,,3 Передано вместе с обслуживавшими лаг. подр. в состав СТРОИТЕЛЬСТВА ГУШОСДОРА МВД № 4 И ИТЛ.,ГАРФ. Ф. 9414. Оп. 1д. Д. 485. ,,,
,,,,,,,,,,,,,,,Пр. 500 МВД от 27.10.56. ,,,
,,,,,,,,,,,,,,,Пр. 0030 МВД от 18.01.51. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 495. Л. 26. ,,,
,,,,,,,,,,,,,,,Пр. 089 МВД от 09.02.61. ,,,
,,,,,,,,,,,,,,,Пр. 1264лс МВД от 21.08.50. ,,,
,,,,,,,,,,,,,,,Расп. 1113 МВД от 19.08.52. ,,,
,,,,,,,,,,,,,,,Пр. 029/л МЮ от 01.04.53. ,,,
,,,,,,,,,,,,,,,Пр. 1126/лг МЮ от 10.10.53. ,,,
,,,,,,,,,,,,,,,Пр. 1076/лг МЮ от 01.10.53. ,,,
,,,,,,,,,,,,,,,Пр. 328лс МВД от 04.02.54. ,,,
,,,,,,,,,,,,,,,Пр. 1000лс МВД от 13.04.54. ,,,
,,,,,,,,,,,,,,,Пр. 330лс МВД от 05.04.57.  ,,,
,,,,,,,,,,,,,,,ГАРФ. Служебная карточка ГУЛАГа.,,,
100219,"КУРЬЯНОВСКИЙ ИТЛ (Курьяновстрой, Курьянстрой, Упр. Строительства Курьяновской станции аэрации, ИТЛ и СМУ п/я 015)",Время существования: организован 24.02.48 [1]1; закрыт 29.04.53 — передан в Упр. ИТЛ Стр-ва 565 {35}.,,Подчинен: Главгидрострой МВД с 24.02.48 [1]; ГУЛЖДС с 09.11.49 [2]; ГУЛПС с 12.12.51 (в ведении Упр. Стр-ва 565) [3]2; ГУЛАГ МЮ с 02.04.53 {33}.,"Дислокация: Московская обл., г.(ст. Московско-Курской ж.д.) Люблино [1], [4. Л. 1]; ст.Перерва Московско-Курской ж.д. (1949–1953 гг.) {19, 22}, [4. Л. 2].","Литер: ГЖ с 24.02.48 [1], [4. Л. 2], {19, 22}.","Телегр. код: нет на 15.01.49 {8}; ""Курьянстрой"" на 16.12.52 {22}.","Адрес: Московская обл., г.Люблино, п/я 0–15 на 15.01.49 {19}, [4. Л. 2]; п/я ГЖ-15 {22}.","Производство: стр-во Курьяновской станции аэрации [1], [4. Л. 2], [5], строит.-монтажные работы по Сходненской ГИС3, Тушинскому лабораторному корпусу и жилым домам Гидропроекта [6], создание жилого фонда, коммунально-бытовых, санитарных и др. учреждений, стр-во подъездных автодорог и ж/д путей [1], лесозаготовки в Костромской обл. [1, 7].","Численность: 01.03.48 — 651, 01.01.49 — 2927, 01.01.50 — 4708, 01.01.51 — 3658 (УРО); 01.07.51 — 5643 [8. Л. 57–58]; 25.02.52 — 53074 [7].","Начальники: нач. — инж.-п/п (инж.-полк.) Сапунов А.П., с 17.04.48 — не ранее 02.10.52 [9, 10]; з/н — полк. Александров С.И., ? — по 29.04.53 [4. Л. 2об.].","Архив: В архиве БАКОВСКОГО ИТЛ (г. Кунцево Московской обл. — на 1954 г.): л/д з/к — 11 931, материалы делопроизводства — 830 {1, 2}.",,Примечания: ,Источники: ,"См. также: МАРКОВСКИЙ ИТЛ, СТРОИТЕЛЬСТВО 565 И ИТЛ.",Д.Ш.,"55.684980, 37.734012 - Люблино"
,,,,,,,,,,,,,,"1 Упр. Стр-ва существовало с 10.11.47 [11]; данным пр. ему присвоено наименование ""Курьяновстрой"" и организован ИТЛ. ",Пр. 00197 МВД от 24.02.48. ,,,"55.661318, 37.716890 - Перерва"
,,,,,,,,,,,,,,"2 Переподчинен ""на время проведения строительно-монтажных работ"". ",Пр. 0773 МВД от 09.11.49. ,,,
,,,,,,,,,,,,,,3 Сходненская ГИС (гидроиспытательная ст.) была предназначена для испытания моделей и блоков турбин Куйбышевской ГЭС [12]. ,Пр. 00880 МВД от 12.12.51. ,,,
,,,,,,,,,,,,,,"4 Из них 668 женщин, 103 осужденных за к/р преступления.",ГАРФ. Ф. 9414. Оп. 1д. Д. 255. ,,,
,,,,,,,,,,,,,,,Пр. 0541 МВД от 10.08.50. ,,,
,,,,,,,,,,,,,,,Пр. 628 МВД от 24.06.52.  ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф.9414. Оп.1. Д. 658. Л. 86–88. ,,,
,,,,,,,,,,,,,,,Там же. Оп. 1д. Д. 147.  ,,,
,,,,,,,,,,,,,,,Пр. 450лс МВД от 17.04.48. ,,,
,,,,,,,,,,,,,,,Пр. 01125 МВД от 02.10.52. ,,,
,,,,,,,,,,,,,,,Пр. 0688 МВД от 10.11.47. ,,,
,,,,,,,,,,,,,,,Пр. 0722 МВД от 27.10.50.,,,
100220,КУСЬИНСКИЙ ИТЛ (Кусьинлаг),Время существования: организован 14.11.46 [1]; закрыт 29.04.53 {35}.,,"Подчинен: СГУ с 14.11.46 [1]; СГУ, в составе УИТЛК УМВД по Молотовской обл. с 25.09.47 [2]; ГУЛАГ МЮ с 02.04.53 {33}.","Дислокация: Молотовская обл., Чусовской р-н, пос. Кусье-Александровское {19, 22, 28}.",Литер: БК с 14.11.46 [1].,"Телегр. код: ""Звено"" {19, 28}.","Адрес: Молотовская обл., Чусовской р-н, пос. Кусье-Александровское, п/я 3а {19}; п/я БК-3а {22, 1}; п/я БК-3 {28}.","Производство: горные, геологоразведочные и строит. работы на объектах ""Уралалмаза"" [3], стр-во обогатительных фабрик, ЛЭП, ГЭС на р. Кусья, грунтовых и шоссейных дорог, жилищное и вспомогательное стр-во [1], лесозаготовки [4. Разд. 3. Л. 2].","Численность: 01.03.47 — 395, 01.01.48 — 2629, 01.01.49 — 3330 (УРО); 08.04.50 — 2600 [3]; 01.03.52 — 25631 [4. Разд.3. Л. 1об.–7об.], 15.04.53 — 1330 [4. Разд. 4. Л. 9].","Начальники: нач. — инж.-майор Гузов Н.С., с 14.11.46 по 03.11.48 [1, 5]; инж.-кап. (инж.-майор) Вечеркин С.Г., с 03.11.48 по 10.02.51 [5, 6]; Мальгин А.М., с 10.02.51 по 01.04.53 [6], [4. Разд. 1. Л. 2об.]; и.о. нач. — ст. лейт. (кап.) Ромашкин К.П., с 01.04.53 — ? [7], [4. Разд. 4. Л. 4]; з/н — ст. лейт. Ромашкин К.П. (упом. 24.06.52) [4. Разд. 4. Л. 3].","Архив: В УИТЛК УМВД Пермской обл.: л/д з/к — 1261, л/д вольнонаемных, материалы делопроизводства {1, 2}.",,Примечание: ,Источники: ,,С.С.,"58.286224, 58.372994"
,,,,,,,,,,,,,,1 Из них 115 женщин.,Пр. 001006 МВД от 14.11.46. ,,,
,,,,,,,,,,,,,,,Пр. 00993 МВД от 25.09.47. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 368. Л. 11. ,,,
,,,,,,,,,,,,,,,Там же. Оп. 1д. Д. 216. ,,,
,,,,,,,,,,,,,,,Пр. 1428лс МВД от 03.11.48. ,,,
,,,,,,,,,,,,,,,Пр. 0061 МВД от 10.02.51.  ,,,
,,,,,,,,,,,,,,,Пр. 024/л МЮ от 01.04.53.,,,
100221,ЛИКОВСКИЙ ИТЛ И СТРОИТЕЛЬСТВО 204 (Ликовлаг),Время существования: организован 16.08.38 [1]1; закрыт не позднее 10.412.,,Подчинен: ГУЛАГ с 16.08.38 [1]; ГУЛЖДС не позднее 02.41 [2].,"Дислокация: Московская обл., Кунцевский р-н, д. Ликово [1], {10, 11}.",Литер: нет.,Телегр. код: нет.,"Адрес: Московская обл., п/о Толстопальцево, п/я 204 {10, 11}.","Производство: стр-во Центр. аэропорта ГУГВФ (Внуковский аэропорт) [1], стр-во жилого дома в Москве на Фрунзенской набережной [3].","Численность: 01.10.38 — 28173, 01.01.39 — 4556, 01.01.40 — 3255, 07.40 — 4232 (УРО), 01.01.41 — 4547, 01.07.41 — 11 063 [2]; ср./м. 07.41 — 2273 [4].","Начальники: нач. — Кричмар Я.Н., с 16.08.38 — ? [1]4; лейт. ГБ Умов И.А. (упом. 04.01.41, 15.04.41) [3, 5]; Макуха ?.?., ? — по 16.10.41 [6]5.",Архив: В архиве ГУЛАГа МВД СССР (л/д вольнонаемных); в архивном отделении ПЕЧОРСКОГО ИТЛ (тех. материалы Стр-ва 204 — 3) {1}.,,Примечания: ,Источники: ,См. также: ПОДОЛЬСКИЙ ИТЛ.,С.К.,"55.620504, 37.274766"
,,,,,,,,,,,,,,1 По окончании стр-ва Подольского аэродрома не позднее 15.09.38 приказано перевести на Стр-во 204 всех з/к ПОДОЛЬСКОГО ИТЛ [1]. ,Пр. 0157 НКВД от 16.08.38. ,,,
,,,,,,,,,,,,,,"2 УС № 204 ликвидировано пр. [6] с 17.10.41, но, возможно, ИТЛ был ликвидирован ранее. В УРО ГУЛАГа последние найденные данные о численности з/к — на 07.41 [2, 5]. ","ГАРФ. Ф. 9414. Оп. 1д. Д. 371. Л. 2, 56. ",,,
,,,,,,,,,,,,,,3 Из них 708 осужденных как СОЭ и СВЭ; осужденных за к/р преступления нет [7]. ,Там же. Оп. 1. Д. 31. Л. 14. ,,,
,,,,,,,,,,,,,,4 По совместительству остался нач. ПОДОЛЬСКОГО ИТЛ [1]. ,Там же. Д. 1161. ,,,
,,,,,,,,,,,,,,5 На момент ликвидации Стр-ва упом. только как нач. УС 204 [6].,Пр. 00415 НКВД от 15.04.41. ,,,
,,,,,,,,,,,,,,,Пр. 721 НКВД от 16.10.41.  ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 1140. Л. 141.,,,
100222,ЛО ВОРОШИЛОВСКОГО ЗАВОДА,Время существования: организовано не позднее 03.04.48 [1]1; закрыто не ранее 01.04.52 [2. Л. 1]2.,,Подчинено: СГУ [1].,"Дислокация: Приморский кр., г.Ворошилов (ныне Уссурийск) [2. Л. 1].",Литер: нет {3}.,Телегр. код: нет [2. Л. 1].,"Адрес: Приморский кр., г.Ворошилов, п/я 267/3 [2. Л. 1].","Производство: работа на Уссурийском мех. з-де по изготовлению оборудования для СГУ [4], [2. Л. 2], строит. работы [2. Л. 2].",Численность: 08.04.50 — 700 [4]; 01.04.52 — 869 [2. Л. 1об.].,"Начальники: нач. — инж.-кап. Константинов ?.?., с 29.07.47 — не ранее 01.04.52 [2. Л. 2об.].",Архив: ?,,Примечания: ,Источники: ,,С.С.,"43.797273, 131.951780"
,,,,,,,,,,,,,,1 03.04.48 впервые встречено упом. этого ЛО в пр. с объявлением штатов лаг. отделений [1]; сведения в [2. Л. 1] об организации этого ЛО пр. 00361 МВД 1951 г. ошибочны (в пр. говорится о новых типовых штатах лаг. подр.). ,ГАРФ. Ф. 9414. Оп. 1. Д. 971. Л. 72. ,,,
,,,,,,,,,,,,,,2 01.04.52 — последнее встреченное упом. ЛО ВОРОШИЛОВСКОГО ЗАВОДА.,Там же. Д. 541. Разд. 3. ,,,
,,,,,,,,,,,,,,,Там же. Д. 99. Л. 77. ,,,
,,,,,,,,,,,,,,,Там же. Д. 368. Л. 11.,,,
100223,ЛО НИЖНЕ-ИНДИГИРСКОГО РАЙОННОГО ГЕОЛОГОРАЗВЕДОЧНОГО УПР. ДАЛЬСТРОЯ (ЛО Ожогино),Время существования: организовано между 01.02.51 [1] и 22.05.51 [2]1; закрыто между 01.08.53 {21. Л. 733} и 03.09.53 [3]2.,,"Подчинено: ГУ ИТ лагерей Дальстроя в 1951 г. [1, 2]; УСВИТЛ в 1953 г. {21. Л. 733}.","Дислокация: Якутская АССР, пос. Ожогино3 {21. Л. 733}.",Литер: ?,Телегр. код: ?,"Адрес: Якутская АССР, пос. Ожогино, п/я АВ-261/226 {21. Л. 733}.","Производство: стр-во автодороги Ожогино—Джамкы [4], работа на приисках ""Депутатский"", ""Омчикандя"" [5].",Численность: 01.09.51 — 1480 [6]; 22.05.51 — 1185 [2]; 01.08.53 — 803 {21. Л. 733}.,"Начальники: нач. — ст. лейт. Филимонов ?.?., с 12.09.52 (упом. 01.08.53) {21. Л. 733}4.",Архив: ?,,Примечания: ,Источники: ,,С.С.,"69.253203, 146.666885 - озеро, поселок был в этом районе"
,,,,,,,,,,,,,,"1 В списке лаг. подр. Дальстроя от 01.02.51 [1] это ЛО отсутствует, первое упом. — 22.05.51 [2]. ",ГАРФ. Ф. 9414. Оп. 1д. Д. 159. Л. 26. ,,,
,,,,,,,,,,,,,,"2 01.08.53 — последнее встреченное упом. этого ЛО, в списке лагерей УСВИТЛа от 03.09.53 — отсутствует. ",Там же. Д. 107. Л. 2. ,,,
,,,,,,,,,,,,,,"3 Местоположение пос. Ожогино установить не удалось; вероятно, находился в р-не оз. Ожогино. ",Пр. 00202 МВД от 03.09.53. ,,,
,,,,,,,,,,,,,,4 Подтверждений назначения Филимонова на должность нач. ЛО с 12.09.52 не найдено.,Пр. 00191 МВД от 17.04.51.  ,,,
,,,,,,,,,,,,,,,Пр. 0366 МВД от 03.03.52. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 161. Л. 4.,,,
100224,"ЛО ПРИ СОВХОЗЕ ""САККО И ВАНЦЕТТИ"" (Чердаклаг, ЛО совхоза ""Сакко и Ванцетти"", ЛО совхоза им. Сакко и Ванцетти)1",Время существования: организовано не позднее 06.46 [1]2; закрыто 29.04.53 (лаг. подр. переданы в состав ОИТК УМЮ по Ульяновской обл.) {35}.,,"Подчинено: ГУЛЖДС по 30.09.48 [2]3; ВОРКУТИНСКИЙ ИТЛ с 30.09.48 [2]3; ГУВС МВД СССР не позднее 10.02.50 [3], [4. Л. 1], {20}; УВС МВД [5. Л. 29–37], [6. Л. 79]; ОИТК УМЮ по Ульяновской обл. [4. Л. 1], [5. Л. 29–37], {35}4.","Дислокация: ст. (пос.) Чердаклы (то же — Чардаклы) Куйбышевской ж.д. (Ульяновская обл.) {20}, [4. Л. 2], [6. Л. 79]; разъезд 189-й км Уфимской ж.д. [5. Л. 29–37].",Литер: БЛ {3}5.,"Телегр. код: нет на 10.02.50 {20}; ""Совхоз"" [4. Л. 2].","Адрес: ст. Чердаклы Куйбышевской ж.д., п/я 421 {20}, [4. Л. 2].","Производство: с/х работы [1–7], строит. работы [5. Л. 29–37].","Численность: 06.46 — 1832, 01.01.47 — 2120, 01.01.48 — 2376, 01.01.49 — 2369, 01.01.50 — 2121 (УРО); среднесписочная за I кв. 1953 г. — 983; 09.05.53 — 375 [5. Л. 29–37]6.","Начальники: нач. — п/п в/с Максимов Ф.М. (упом. 09.05.53, 20.05.53) [5. Л. 29–37], [6. Л. 79]; з/н — майор Тарасов ?.?. (упом. 09.05.53) [6. Л. 79].","Архив: В ОИТК УМВД по Ульяновской обл.: л/д вольнонаемных, офицеров, сержантов {1}.","Доп. сведения: 22.02.42 совхоз им. Сакко и Ванцетти (в Куйбышевской обл.) передан из Наркомсовхозов в состав организованного тогда же ВОЛЖСКОГО ИТЛ [6], а после его ликвидации 27.04.43 — ШИРОКОВСКОМУ ИТЛ [7].",Примечания: ,Источники: ,"См. также: ВОЛЖСКИЙ ИТЛ, ВОРКУТИНСКИЙ ИТЛ, ШИРОКОВСКИЙ ИТЛ.",Д.Ш.,"54.360637, 48.848894"
,,,,,,,,,,,,,,1 В {1} — ЛО; в {3} — ОЛП. ,ГАРФ. Ф. 9414. Оп. 1. Д. 1257. Л. 15. ,,,
,,,,,,,,,,,,,,2 Данные по численности з/к — с 06.46 [1]; 10.02.50 упом. в пр. с объявлением дислокации всех ИТ лагерей {20}. ,Пр. 0592 МВД от 30.09.48. ,,,
,,,,,,,,,,,,,,"3 30.09.48 совхоз им. Сакко и Ванцетти со всеми активами и пассивами и л.с. передан из ГУЛЖДС в ведение ВОРКУТИНСКОГО ИТЛ [1]. Согл. данным (УРО), ЛО в 1946–1950 гг.— в составе ГУЛЖДС. ",Пр. 0174 МВД от 17.03.50. ,,,
,,,,,,,,,,,,,,"4 Возможно, ЛО имело двойное подчинение: ГУВС и УМВД по Ульяновской обл. (см. [4. Л. 1]). ",ГАРФ. Ф. 9414. Оп. 1д. Д. 236. ,,,
,,,,,,,,,,,,,,5 На 10.02.50 литер отсутствует {20}; в [4] также не упомянут. ,Там же. Оп. 1. Д. 181. ,,,
,,,,,,,,,,,,,,6 На 01.01.47 — 427 переведенных на спецпереселение (б. трудмобилизованных немцев) [9].,Там же. Д. 190. ,,,
,,,,,,,,,,,,,,,Пр. 00373 НКВД от 22.02.42. ,,,
,,,,,,,,,,,,,,,Пр. 304 НКВД от 27.04.43. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 457. Л. 3 об.,,,
100225,ЛО ЦЕНТРАЛЬНОЙ БОЛЬНИЦЫ ДАЛЬСТРОЯ (ОЛП Центральной больницы),"Время существования: организовано не позднее 22.05.511 [1]; закрыто между 01.08.53 и 03.09.53 {21. Л. 733}, [2]2.","Реорганизовано: между 10.07.52 и 01.08.53 из ОЛПа в ЛО {21. Л. 491, 733}.","Подчинено: ГУ ИТ лагерей Дальстроя в 1951–1952 гг. [1], {21. Л. 491}; УСВИТЛ 01.08.53 {21. Л. 733}.","Дислокация: Магаданская обл., пос. Дебин {21. Л. 733}.",Литер: ?,Телегр. код: ?,"Адрес: Магаданская обл., пос. Дебин, п/я АВ-261/155 {21. Л. 733}.","Производство: обслуживание больницы, Дома младенца, пионерлагеря, подсобного хозяйства, эл.-ст., стройцеха, автобазы, с/х работы, лесозаготовки3 {21. Л. 179, 180, 491, 492}.","Численность: 01.09.51 — 13784 [3]; 10.07.52 — 20065 {21. Л. 179об., 491об.}; 01.08.53 — 934 {21. Л. 733}.",Начальники: нач. — Винокуров М.А. (упом. 20.05.52) {21. Л. 180об.}; лейт. Пальчиков ?.?. (упом. 01.08.53) {21. Л. 733}6.,Архив: ?,,Примечания: ,Источники: ,,С.С.,"62.339271, 150.765943"
,,,,,,,,,,,,,,1 22.05.51 — первое встреченное упом. ОЛП Центр. больницы. ,ГАРФ. Ф. 9414. Оп. 1д. Д. 107. Л. 2. ,,,
,,,,,,,,,,,,,,2 Последнее встреченное упом. ЛО ЦЕНТРАЛЬНОЙ БОЛЬНИЦЫ — 01.08.53; в списке лагерей УСВИТЛа от 03.09.53 отсутствует. ,Пр. 00202 МВД от 03.09.53. ,,,
,,,,,,,,,,,,,,3 См. также [4]. ,Там же. Д. 161. Л. 4. ,,,
,,,,,,,,,,,,,,"4 Из них 289 женщин, 27 ктр (в том числе 2 женщины) [1]. ","Паникаров И.А. История поселков центральной Колымы. Магадан: АО ""МАОБТИ"", 1995. С. 125–130.",,,
,,,,,,,,,,,,,,"5 Из них 731 женщина, 374 осужденных за к/р преступления {21. Л. 179об., 491об.}. ",,,,
,,,,,,,,,,,,,,"6 Согласно {21. Л. 733}, Пальчиков стал нач. с 21.07.52, но др. подтверждений этому не обнаружено.",,,,
100226,"ЛОБВИНСКИЙ ИТЛ (Лобвинлаг, Лобвинстрой, ИТЛ и Строительство Лобвинского гидролизного завода)",Время существования: организован 10.02.43 [1]; закрыт 29.08.45 [2].,,Подчинен: ГУЛПС [3].,"Дислокация: ст. Лобва ж.д. им. Кагановича [4, 5]1; Свердловской ж.д. (Свердловская обл.) {14, 15}.",Литер: нет.,Телегр. код: нет.,"Адрес: ст. Лобва ж.д. им. Кагановича, п/я 309 [4, 5]; Свердловской ж.д., п/я 309 {14, 15}.","Производство: стр-во Лобвинского гидролизного з-да [4], ТЭЦ [6], жилья и цеха дрожжей [7], литейное, пошивочно-рем., кирп. и гончарное производства [8].","Численность: 01.04.43 — 1834, 01.01.44 — 1735, 01.01.45 — 1704 (УРО).","Начальники: нач. — майор адм. сл. Росман В.Е., с 10.02.43 по 16.09.44 [1, 9]; и.о. нач. — Дурыгин ?.?. (упом. 24.11.44) [10].","Архив: В УИТЛК УМВД по Свердловской обл. (""все материалы"") {1, 2}.",,Примечание: ,Источники: ,,С.С.,"59.179071, 60.488886"
,,,,,,,,,,,,,,1 В пр. о включении в дислокацию [4] ошибочно указаны дислокация (ст. Лобва Амурской ж.д.) и адрес. Ошибка исправлена необычно — пр. об изменении дислокации [5].,Пр. 101 НКВД от 10.02.43. ,,,
,,,,,,,,,,,,,,,Пр. 0223/43с НКВД и ГУССиГП от 29.08.45. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф.9414. Оп. 1. Д. 329. Л. 58–64. ,,,
